total,category_desc,member,region
77542.40,Home Supplies,24492,Mid East / Sout
113497.60,Clothing,25886,South American
96494.10,Lodging,27742,South American
80124.50,Electronics,28337,Western Europea
168365.40,Groceries,28731,Mid East / Sout
75353.60,Clothing,25416,Scandanavian
138138.70,Entertainment,26447,Scandanavian
83630.00,Misc,20959,China
96568.60,Electronics,21891,Japan
52501.90,Electronics,20382,China
26738.30,Meals,28041,Western Europea
50364.40,Meals,29358,Mid East / Sout
84820.90,Groceries,20201,Japan
147086.90,Clothing,25820,Scandanavian
106258.20,Entertainment,27893,South American
157174.70,Home Supplies,21492,Japan
35476.40,Communication,26765,Eastern Europea
13622.60,Clothing,24503,Mid East / Sout
85322.90,Home Supplies,28726,Scandanavian
182934.60,Entertainment,22360,Japan
140663.40,Electronics,27424,Eastern Europea
1105.40,Electronics,27762,Western Europea
83630.00,Electronics,20720,China
21813.50,Clothing,25290,Western Europea
52644.80,Misc,25321,Western Europea
127280.20,Communication,25786,South American
255723.20,Clothing,24841,Scandanavian
39187.10,Entertainment,23147,Africa
123535.30,Groceries,25285,Western Europea
16256.00,Meals,20550,Japan
69995.20,Entertainment,22809,Mid East / Sout
22936.00,Communication,27214,Eastern Europea
26669.90,Communication,21681,Eastern Europea
179531.70,Clothing,20736,China
45069.50,Groceries,21967,Japan
194624.90,Clothing,24054,China
130916.40,Groceries,27884,Western Europea
141067.70,Electronics,23657,Mid East / Sout
55454.10,Lodging,21679,Eastern Europea
6389.30,Electronics,22678,Mid East / Sout
70719.50,Clothing,23075,Africa
37083.80,Communication,28385,Western Europea
196563.30,Lodging,20892,China
3550.70,Groceries,24117,Mid East / Sout
167196.50,Meals,25442,Scandanavian
340937.40,Entertainment,25294,Western Europea
157210.10,Electronics,23316,Africa
82450.10,Clothing,21904,Japan
31543.40,Misc,29426,Japan
80221.00,Lodging,26763,Eastern Europea
117122.80,Home Supplies,29172,Africa
164022.00,Communication,22852,Africa
28003.70,Entertainment,22806,Mid East / Sout
62562.80,Entertainment,29656,Eastern Europea
20479.70,Misc,21405,Eastern Europea
168468.00,Meals,22062,Japan
72582.20,Entertainment,23596,Mid East / Sout
168992.00,Meals,25445,Scandanavian
67367.90,Groceries,26075,South American
80340.70,Meals,27592,Eastern Europea
129781.70,Home Supplies,23642,Mid East / Sout
985.70,Entertainment,29659,Mid East / Sout
105529.00,Groceries,28222,South American
126476.50,Home Supplies,27555,Eastern Europea
7928.30,Communication,24618,Mid East / Sout
35384.80,Entertainment,25405,Western Europea
174555.60,Lodging,20443,Japan
174036.50,Electronics,29571,South American
24173.30,Groceries,27881,Western Europea
146956.20,Home Supplies,27214,Eastern Europea
79166.90,Meals,23487,Africa
67162.70,Misc,23896,China
3773.00,Lodging,28572,Scandanavian
119014.80,Lodging,22655,Africa
47668.70,Electronics,26250,Scandanavian
99076.20,Meals,29361,Western Europea
120075.00,Electronics,27421,Eastern Europea
139107.30,Clothing,24500,Mid East / Sout
1259.30,Communication,24280,Mid East / Sout
217259.20,Home Supplies,22468,Africa
146107.30,Lodging,26760,Eastern Europea
41164.60,Communication,25067,South American
18701.30,Home Supplies,27807,Western Europea
18017.30,Home Supplies,23639,Mid East / Sout
104691.10,Clothing,23584,Mid East / Sout
133566.90,Groceries,29650,Scandanavian
44738.50,Groceries,22800,Mid East / Sout
124869.10,Meals,26424,Scandanavian
251613.10,Misc,24683,Scandanavian
65692.10,Misc,21998,Japan
121808.20,Communication,29361,Western Europea
112283.50,Lodging,22910,Mid East / Sout
125587.30,Clothing,20733,China
50951.90,Misc,28848,South American
21157.60,Lodging,29952,Western Europea
80460.40,Misc,24680,Scandanavian
64016.30,Lodging,29356,Eastern Europea
85151.90,Clothing,20988,China
81372.80,Electronics,22340,Japan
48882.80,Misc,24342,Mid East / Sout
91312.80,Misc,28510,Eastern Europea
22377.80,Clothing,23332,Africa
54759.10,Electronics,26253,Scandanavian
107489.40,Communication,21343,Eastern Europea
58264.60,Entertainment,21890,Japan
149560.30,Entertainment,28680,Western Europea
73335.80,Communication,22597,Africa
84780.60,Groceries,29902,China
58144.90,Home Supplies,25660,South American
95622.00,Entertainment,24827,South American
259650.10,Lodging,20763,China
44659.10,Misc,23426,Africa
83048.60,Lodging,28569,Mid East / Sout
35664.50,Communication,21810,Eastern Europea
137773.50,Communication,22259,Japan
37425.80,Misc,29297,Eastern Europea
67396.00,Meals,24403,Mid East / Sout
111713.10,Clothing,29458,South American
109342.30,Meals,27340,Eastern Europea
107940.10,Meals,21592,Eastern Europea
136730.40,Meals,27125,Eastern Europea
59427.40,Lodging,25847,Scandanavian
164494.70,Clothing,29120,China
186570.80,Electronics,26846,Eastern Europea
15343.60,Groceries,27629,South American
131685.90,Electronics,21636,Eastern Europea
53516.90,Misc,23764,Mid East / Sout
66889.10,Entertainment,25614,South American
50524.40,Electronics,29568,Western Europea
1789.40,Lodging,25973,South American
70012.30,Lodging,23697,Mid East / Sout
90788.80,Meals,21466,Japan
15503.60,Electronics,21424,Japan
86804.50,Entertainment,27426,Eastern Europea
318758.70,Entertainment,25872,South American
141597.80,Home Supplies,23064,Africa
106999.60,Home Supplies,22723,Mid East / Sout
430145.70,Meals,27337,South American
10253.90,Electronics,29445,Africa
63873.40,Meals,29613,Africa
155266.80,Entertainment,27764,Western Europea
120930.00,Home Supplies,23513,Africa
91329.90,Lodging,23823,China
58880.20,Clothing,26521,Scandanavian
186639.20,Misc,21168,China
7295.60,Communication,22855,Africa
36485.30,Electronics,29442,China
34741.10,Misc,23300,Africa
58196.20,Misc,21875,Japan
15640.40,Misc,23767,Mid East / Sout
250587.10,Home Supplies,25322,Western Europea
132341.80,Lodging,28784,Eastern Europea
67994.50,Meals,29936,Scandanavian
63263.90,Electronics,27295,South American
78904.30,Meals,27463,South American
54440.30,Meals,21933,Japan
365715.30,Groceries,25159,Scandanavian
78517.10,Electronics,29101,Africa
24002.30,Entertainment,20084,Africa
25832.00,Lodging,24164,Mid East / Sout
196596.30,Misc,26704,Eastern Europea
58407.50,Lodging,21359,Eastern Europea
14409.20,Home Supplies,28130,Western Europea
8372.90,Lodging,20637,Japan
129200.30,Electronics,24484,Mid East / Sout
133755.00,Clothing,21778,Eastern Europea
67595.10,Entertainment,27635,Eastern Europea
11861.30,Lodging,23955,China
101589.90,Electronics,21765,Eastern Europea
67231.10,Home Supplies,25319,South American
33988.70,Meals,27595,Eastern Europea
5158.10,Clothing,29332,Scandanavian
18342.20,Entertainment,22680,Mid East / Sout
193667.30,Entertainment,27890,Western Europea
155768.80,Misc,23423,Africa
55306.30,Misc,29555,Western Europea
6987.80,Groceries,25497,Scandanavian
65207.20,Lodging,23826,China
32101.60,Clothing,22033,Japan
3362.60,Clothing,29329,Mid East / Sout
26293.70,Communication,29939,Western Europea
188834.10,Clothing,21907,Japan
145588.20,Electronics,21762,Eastern Europea
86428.30,Electronics,21633,Eastern Europea
90805.90,Electronics,24232,Mid East / Sout
210402.10,Groceries,24818,South American
39802.70,Meals,24274,Mid East / Sout
65144.90,Lodging,20889,China
609.50,Misc,26234,Scandanavian
140783.10,Lodging,21356,Eastern Europea
113583.10,Meals,24870,Scandanavian
120280.20,Misc,26489,Scandanavian
38434.70,Meals,22915,Mid East / Sout
182557.20,Clothing,25605,Western Europea
387.20,Lodging,24739,Scandanavian
64324.10,Home Supplies,29828,Africa
8937.20,Electronics,21484,Japan
71608.70,Lodging,27227,Eastern Europea
12511.10,Home Supplies,27340,Eastern Europea
66444.50,Clothing,26392,Scandanavian
91312.80,Lodging,23952,China
72491.80,Misc,22510,Africa
99475.60,Electronics,23442,Africa
75729.80,Misc,24998,Scandanavian
61941.10,Home Supplies,25531,Scandanavian
267282.80,Lodging,25910,South American
13930.40,Lodging,26548,Scandanavian
111821.80,Electronics,25400,Western Europea
30295.10,Communication,27280,Eastern Europea
15110.30,Groceries,22033,Japan
81321.50,Home Supplies,27873,Western Europea
76920.70,Entertainment,29444,Africa
272622.90,Groceries,23991,China
50199.50,Communication,26639,South American
107529.70,Misc,29552,Western Europea
110248.60,Meals,21595,Eastern Europea
35732.90,Home Supplies,29298,Africa
81954.20,Clothing,24907,South American
109479.10,Electronics,20846,China
193331.40,Lodging,26551,Scandanavian
103220.50,Misc,21342,Eastern Europea
98255.40,Clothing,21054,China
145753.10,Entertainment,25617,Scandanavian
42897.80,Lodging,25913,South American
6697.10,Home Supplies,23576,Mid East / Sout
108470.20,Electronics,29316,China
79748.30,Entertainment,28806,Mid East / Sout
10698.50,Groceries,23988,China
46967.60,Electronics,22804,Mid East / Sout
90167.10,Electronics,23445,Africa
272058.60,Meals,23613,Mid East / Sout
74002.70,Entertainment,24830,South American
21830.60,Communication,28127,Western Europea
220052.60,Entertainment,24893,Scandanavian
35538.70,Communication,25322,Western Europea
32483.90,Communication,29298,Africa
93046.00,Communication,22723,Mid East / Sout
26584.40,Misc,20701,China
77303.00,Groceries,24051,China
43900.60,Lodging,22146,Japan
17538.50,Groceries,20075,China
42111.20,Entertainment,22234,Japan
132923.20,Meals,29424,China
53927.30,Groceries,25800,Scandanavian
67898.00,Groceries,23201,Africa
173991.30,Groceries,29776,Western Europea
65771.50,Communication,29235,Africa
67703.80,Communication,22085,Japan
280460.80,Lodging,22784,Mid East / Sout
62682.50,Home Supplies,22789,Mid East / Sout
49481.30,Clothing,20991,China
159484.40,Groceries,23264,Africa
81902.90,Groceries,29713,South American
63309.10,Electronics,23912,China
58988.90,Home Supplies,22726,Mid East / Sout
262631.60,Groceries,20668,Japan
92259.40,Entertainment,28743,Western Europea
28961.30,Communication,21555,Eastern Europea
38297.90,Electronics,26720,Eastern Europea
70223.60,Entertainment,22297,Japan
43376.60,Electronics,22744,Mid East / Sout
40018.90,Electronics,29954,Eastern Europea
10117.10,Groceries,20072,Africa
34946.30,Home Supplies,20193,Japan
10322.30,Lodging,29763,Eastern Europea
182261.60,Electronics,26041,South American
13622.60,Lodging,22781,Mid East / Sout
207973.90,Entertainment,28809,China
171756.10,Groceries,27117,Eastern Europea
79930.30,Communication,25382,South American
72446.60,Clothing,27563,Eastern Europea
21260.20,Lodging,29826,Mid East / Sout
114859.50,Meals,22445,Africa
65811.80,Communication,25852,Scandanavian
49184.50,Groceries,23204,Africa
85357.10,Communication,25319,South American
77166.20,Meals,25574,Western Europea
68530.70,Misc,24935,Scandanavian
64181.20,Groceries,23267,Africa
67162.70,Communication,28130,Western Europea
128750.80,Lodging,27805,Western Europea
64950.70,Misc,25722,South American
30135.10,Communication,23361,Africa
75467.20,Misc,22447,Africa
54577.10,Groceries,29138,Africa
45001.10,Clothing,22416,Africa
181457.90,Electronics,25337,Western Europea
101048.80,Home Supplies,26639,South American
6201.20,Clothing,28817,Mid East / Sout
67755.10,Clothing,21057,China
72378.20,Communication,26172,South American
5209.40,Lodging,22721,Mid East / Sout
182415.50,Groceries,20925,China
165065.10,Misc,22977,Africa
74424.10,Entertainment,24255,Mid East / Sout
49378.70,Entertainment,21129,China
78072.50,Electronics,23379,Africa
83510.30,Clothing,28141,Western Europea
43205.60,Meals,28104,Western Europea
22377.80,Home Supplies,21555,Eastern Europea
62819.30,Communication,26705,Eastern Europea
84262.70,Electronics,22741,Mid East / Sout
51675.00,Home Supplies,29361,Western Europea
165987.30,Entertainment,21126,China
38554.40,Meals,23765,Mid East / Sout
120577.00,Meals,23550,Mid East / Sout
95371.60,Misc,27746,Western Europea
163844.90,Meals,23762,Mid East / Sout
39204.20,Lodging,20125,China
26253.40,Meals,28170,Western Europea
48797.30,Groceries,21455,Japan
71215.40,Home Supplies,27810,Western Europea
65515.00,Clothing,20461,Japan
6970.70,Clothing,28413,Western Europea
42949.10,Home Supplies,29235,Africa
82604.00,Electronics,20783,China
39375.20,Lodging,21931,Japan
69653.20,Electronics,23382,Africa
54474.50,Misc,25192,South American
57751.60,Meals,25508,South American
214728.40,Meals,23616,Mid East / Sout
23215.70,Clothing,22482,Africa
112711.00,Misc,25788,South American
10168.40,Electronics,25403,Western Europea
230009.70,Entertainment,29381,Scandanavian
71198.30,Groceries,24054,China
20388.10,Clothing,20350,China
38668.00,Groceries,25797,South American
84792.80,Entertainment,24252,Mid East / Sout
84017.20,Communication,20705,China
20069.30,Lodging,20188,Africa
19994.80,Electronics,27999,Western Europea
199.10,Groceries,29135,Western Europea
6577.40,Meals,20424,Japan
85322.90,Entertainment,29447,Africa
20000.90,Groceries,28605,Eastern Europea
31212.40,Home Supplies,21681,Eastern Europea
117071.50,Lodging,24742,Scandanavian
114893.70,Home Supplies,24747,Scandanavian
56099.00,Lodging,27931,Western Europea
28243.10,Meals,21017,China
41102.30,Meals,28574,South American
87078.10,Home Supplies,22025,Japan
38981.90,Home Supplies,21618,Eastern Europea
84079.50,Lodging,24805,Scandanavian
206423.90,Entertainment,23659,Mid East / Sout
33116.60,Meals,28167,Western Europea
69112.10,Lodging,27802,South American
3294.20,Communication,26109,South American
83493.20,Meals,20954,China
23369.60,Entertainment,23722,Mid East / Sout
3944.00,Groceries,29075,Africa
11570.60,Electronics,28466,Western Europea
82638.20,Groceries,28668,Mid East / Sout
77906.40,Clothing,25545,Western Europea
136194.20,Entertainment,23785,Mid East / Sout
111257.50,Electronics,28059,Western Europea
23842.30,Lodging,25206,Western Europea
178044.00,Lodging,27338,South American
119739.10,Home Supplies,24810,South American
28048.90,Groceries,21458,Japan
30483.20,Meals,28700,China
26287.60,Meals,20891,China
108487.30,Groceries,21246,China
70668.20,Entertainment,24189,Mid East / Sout
243268.30,Clothing,23009,Africa
116073.60,Lodging,27868,Western Europea
64597.70,Electronics,28062,Western Europea
78585.50,Misc,22980,Africa
207079.80,Clothing,25542,Scandanavian
43986.10,Meals,20490,Japan
52610.60,Meals,20957,China
68222.90,Home Supplies,22085,Japan
23780.00,Misc,22917,Mid East / Sout
6987.80,Misc,20126,Africa
116832.10,Home Supplies,24684,Scandanavian
145964.40,Communication,23513,Africa
77132.00,Lodging,27934,Western Europea
31440.80,Groceries,20928,China
11228.60,Groceries,20779,China
54748.10,Meals,28697,Japan
42196.70,Home Supplies,24621,Mid East / Sout
175067.40,Clothing,25608,Scandanavian
16751.90,Groceries,29072,Eastern Europea
67128.50,Clothing,24311,Mid East / Sout
39597.50,Misc,20767,China
96.50,Communication,25256,Western Europea
22138.40,Home Supplies,21684,Eastern Europea
10955.00,Entertainment,20851,China
39392.30,Misc,26300,Scandanavian
41722.80,Entertainment,27701,Eastern Europea
141353.50,Meals,29550,Western Europea
85032.20,Entertainment,22168,Japan
15589.10,Home Supplies,23001,Africa
112864.90,Electronics,27232,South American
233840.10,Clothing,20287,China
97074.30,Meals,24804,Scandanavian
52627.70,Groceries,26264,Scandanavian
77553.40,Entertainment,23339,Africa
27764.30,Communication,26235,Scandanavian
52741.30,Meals,21529,Japan
195793.80,Misc,21938,Japan
67190.80,Entertainment,26914,Eastern Europea
137277.60,Electronics,20912,China
48021.70,Home Supplies,22022,Japan
60032.00,Groceries,22159,Japan
82826.30,Groceries,27692,Eastern Europea
29576.90,Lodging,21871,Japan
72788.60,Entertainment,22617,Africa
17384.60,Clothing,20928,China
82420.80,Entertainment,25935,South American
95850.40,Electronics,26783,South American
55426.00,Communication,21489,Japan
74663.50,Lodging,23188,Africa
149264.70,Electronics,23849,China
13844.90,Home Supplies,20513,Japan
43547.60,Entertainment,24764,Scandanavian
54765.20,Groceries,20988,China
281480.70,Electronics,25804,Scandanavian
165861.50,Clothing,22883,Africa
81868.70,Entertainment,21830,Japan
28619.30,Groceries,24306,Mid East / Sout
25900.40,Electronics,29041,China
63257.80,Misc,29234,Mid East / Sout
96955.80,Meals,25634,Scandanavian
118354.00,Clothing,22886,Mid East / Sout
199.10,Electronics,23508,Africa
263235.00,Groceries,23327,Africa
59348.00,Home Supplies,29364,Eastern Europea
131560.10,Groceries,29839,Africa
4029.50,Meals,21870,Japan
68268.10,Meals,29999,South American
148717.50,Electronics,22867,Africa
312254.60,Home Supplies,25259,Western Europea
73883.00,Electronics,25466,Scandanavian
60391.10,Home Supplies,23450,Africa
100250.00,Meals,27400,South American
275935.40,Lodging,28721,Africa
39375.20,Groceries,27689,South American
21215.00,Home Supplies,27747,Western Europea
30431.90,Clothing,26458,Scandanavian
116216.50,Entertainment,21189,China
161149.20,Clothing,26799,Eastern Europea
40144.70,Communication,24810,South American
51225.50,Misc,23704,Mid East / Sout
